x	y	mask	nodeID	code	chrom	start	end
1	-1	False	277698	0	17	143770	144370
1	0	True	277713	1	17	200029	200629
1	-1	False	277753	0	17	383341	383941
1	-1	False	277755	1	17	385955	386555
1	0	True	277958	1	17	996828	997428
1	-1	False	277981	0	17	1061198	1061798
1	-1	False	277760	0	17	405599	406199
1	-1	False	277857	0	17	744532	745132
1	-1	False	277749	0	17	343756	344356
1	-1	False	280572	0	17	7761128	7761728
1	-1	False	277801	0	17	556775	557375
1	1	True	277842	8	17	706962	707562
1	-1	False	277868	0	17	779758	780358
1	-1	False	277875	0	17	792919	793519
1	-1	False	277877	0	17	794866	795466
1	-1	False	277878	0	17	798869	799469
1	-1	False	277901	0	17	849393	849993
1	-1	False	277914	0	17	879673	880273
1	-1	False	277923	0	17	897726	898326
1	-1	False	277979	0	17	1055692	1056292
1	-1	False	279383	0	17	4701758	4702358
1	-1	False	277819	0	17	634157	634757
1	-1	False	277861	0	17	752823	753423
1	-1	False	277883	0	17	807734	808334
1	-1	False	277700	0	17	146117	146717
1	-1	False	277714	0	17	201854	202454
1	-1	False	281037	0	17	8784773	8785373
1	-1	False	281408	0	17	10226624	10227224
1	-1	False	277811	0	17	606018	606618
1	-1	False	277965	0	17	1005618	1006218
1	-1	False	277720	0	17	231524	232124
1	-1	False	277913	0	17	876430	877030
1	-1	False	277983	0	17	1066951	1067551
1	-1	False	277870	0	17	783392	783992
1	-1	False	278697	0	17	2696390	2696990
1	-1	False	277910	0	17	869432	870032
1	-1	False	277939	0	17	936869	937469
1	0	True	277954	1	17	979453	980053
1	-1	False	277737	0	17	302843	303443
1	-1	False	277793	0	17	538869	539469
1	-1	False	277887	0	17	816360	816960
1	-1	False	277927	0	17	904904	905504
1	-1	False	277997	0	17	1096478	1097078
1	-1	False	278042	0	17	1217790	1218390
1	-1	False	278088	0	17	1346829	1347429
1	-1	False	299778	0	17	66433619	66434219
1	-1	False	279097	0	17	4002199	4002799
1	-1	False	279441	0	17	4830036	4830636
1	-1	False	279511	0	17	4971869	4972469
1	-1	False	279612	0	17	5252546	5253146
1	-1	False	285253	0	17	29128225	29128825
1	-1	False	289095	1	17	38853420	38854020
1	-1	False	277854	0	17	737165	737765
1	-1	False	277867	0	17	774810	775410
1	-1	False	277996	0	17	1094846	1095446
1	-1	False	277792	0	17	538250	538850
1	-1	False	277742	0	17	313386	313986
1	-1	False	305801	1	17	81891285	81891885
1	-1	False	280517	0	17	7635768	7636368
1	-1	False	280707	0	17	8061828	8062428
1	-1	False	280719	0	17	8084349	8084949
1	-1	False	280778	0	17	8199626	8200226
1	-1	False	280881	0	17	8410066	8410666
1	-1	False	280941	0	17	8531245	8531845
1	-1	False	280958	0	17	8572147	8572747
1	-1	False	280991	0	17	8679014	8679614
1	-1	False	281026	0	17	8748631	8749231
1	-1	False	281031	0	17	8757062	8757662
1	-1	False	281036	0	17	8775082	8775682
1	-1	False	281084	0	17	8915721	8916321
1	-1	False	281094	0	17	8944747	8945347
1	-1	False	281109	0	17	8996794	8997394
1	-1	False	277816	0	17	624912	625512
1	-1	False	277845	0	17	715592	716192
1	-1	False	277946	0	17	950145	950745
1	-1	False	277971	0	17	1031699	1032299
1	-1	False	277888	0	17	822790	823390
1	-1	False	277916	0	17	885810	886410
1	-1	False	278873	0	17	3388673	3389273
1	-1	False	277864	0	17	758515	759115
1	-1	False	277876	0	17	793600	794200
1	-1	False	277915	0	17	884423	885023
1	-1	False	277919	0	17	891053	891653
1	-1	False	305984	0	17	82295059	82295659
1	-1	False	278249	0	17	1701754	1702354
1	-1	False	278691	0	17	2685983	2686583
1	-1	False	277889	0	17	823440	824040
1	-1	False	277921	0	17	893291	893891
1	-1	False	277935	0	17	927705	928305
1	-1	False	277944	0	17	947628	948228
1	-1	False	277764	0	17	412126	412726
1	-1	False	277843	0	17	712368	712968
1	-1	False	277869	1	17	781979	782579
1	-1	False	277962	0	17	1001831	1002431
1	-1	False	278113	0	17	1394773	1395373
1	-1	False	288299	0	17	36757865	36758465
1	-1	False	278008	0	17	1124889	1125489
1	-1	False	278180	0	17	1534873	1535473
1	-1	False	280041	0	17	6445794	6446394
1	-1	False	278759	0	17	2840433	2841033
1	-1	False	295868	1	17	56913747	56914347
1	-1	False	299713	0	17	66283795	66284395
1	-1	False	299736	0	17	66337283	66337883
1	-1	False	299774	0	17	66421869	66422469
1	-1	False	299805	0	17	66494837	66495437
1	-1	False	279037	1	17	3890442	3891042
1	-1	False	279075	0	17	3960438	3961038
1	-1	False	279079	0	17	3967298	3967898
1	0	True	279155	1	17	4142729	4143329
1	-1	False	281512	0	17	10704415	10705015
1	-1	False	279961	0	17	6204808	6205408
1	-1	False	282123	0	17	13591199	13591799
1	-1	False	285150	1	17	28897407	28898007
1	-1	False	285210	0	17	29038830	29039430
1	-1	False	285246	0	17	29111111	29111711
1	-1	False	285247	0	17	29113873	29114473
1	-1	False	285249	0	17	29119199	29119799
1	1	True	285276	8	17	29180067	29180667
1	-1	False	285299	0	17	29222137	29222737
1	-1	False	285317	0	17	29257419	29258019
1	-1	False	294107	0	17	50109140	50109740
1	-1	False	288231	0	17	36596546	36597146
1	-1	False	289058	0	17	38775247	38775847
1	-1	False	289072	0	17	38804835	38805435
1	-1	False	289081	0	17	38821419	38822019
1	-1	False	289082	1	17	38825020	38825620
1	-1	False	289083	0	17	38830352	38830952
1	-1	False	289102	0	17	38872857	38873457
1	-1	False	289111	0	17	38887761	38888361
1	-1	False	289124	0	17	38920206	38920806
1	-1	False	289191	0	17	39056329	39056929
1	-1	False	289293	0	17	39269038	39269638
1	-1	False	289361	1	17	39401324	39401924
1	-1	False	289384	0	17	39448568	39449168
1	-1	False	289444	0	17	39578409	39579009
1	-1	False	292664	0	17	47116386	47116986
1	-1	False	293805	0	17	49500001	49500601
1	-1	False	277782	0	17	500574	501174
1	-1	False	277853	0	17	735431	736031
1	-1	False	277731	0	17	282404	283004
1	-1	False	303093	0	17	75996971	75997571
1	-1	False	305722	0	17	81670897	81671497
1	-1	False	305738	1	17	81703066	81703666
1	-1	False	305761	0	17	81805989	81806589
1	-1	False	305787	1	17	81860234	81860834
1	-1	False	305790	0	17	81866477	81867077
1	-1	False	305791	1	17	81869671	81870271
1	-1	False	305792	0	17	81872329	81872929
1	-1	False	305798	0	17	81884136	81884736
1	-1	False	305804	1	17	81901903	81902503
1	-1	False	305807	0	17	81905590	81906190
1	-1	False	305813	0	17	81912711	81913311
1	-1	False	305839	0	17	81973916	81974516
1	-1	False	305862	0	17	82025866	82026466
1	-1	False	305864	1	17	82031406	82032006
1	-1	False	305879	1	17	82062606	82063206
1	-1	False	305916	0	17	82144438	82145038
1	-1	False	280523	0	17	7650516	7651116
