x	y	mask	nodeID	code	chrom	start	end
1	-1	False	189806	0	13	18730923	18731523
1	-1	False	190162	0	13	20456612	20457212
1	-1	False	190165	0	13	20469952	20470552
1	-1	False	190166	0	13	20472684	20473284
1	-1	False	190154	0	13	20425034	20425634
1	-1	False	190170	0	13	20483430	20484030
1	-1	False	190308	0	13	20895591	20896191
1	-1	False	190373	1	13	21061248	21061848
1	-1	False	190413	0	13	21169973	21170573
1	-1	False	190222	0	13	20639451	20640051
1	-1	False	190349	0	13	20994616	20995216
1	-1	False	190398	1	13	21140245	21140845
1	-1	False	190565	0	13	21742683	21743283
1	-1	False	190118	0	13	20255230	20255830
1	-1	False	190124	0	13	20280582	20281182
1	-1	False	190260	0	13	20754151	20754751
1	-1	False	190311	0	13	20903447	20904047
1	-1	False	190381	0	13	21093875	21094475
1	-1	False	190496	0	13	21484732	21485332
1	-1	False	194770	0	13	41934708	41935308
1	-1	False	190227	0	13	20652315	20652915
1	-1	False	190338	0	13	20963751	20964351
1	-1	False	190175	0	13	20495685	20496285
1	0	True	190310	1	13	20902445	20903045
1	-1	False	190326	0	13	20931773	20932373
1	-1	False	190328	0	13	20934726	20935326
1	-1	False	190329	0	13	20938296	20938896
1	-1	False	190344	0	13	20985478	20986078
1	-1	False	190354	0	13	21010768	21011368
1	-1	False	190374	0	13	21067223	21067823
1	-1	False	190377	0	13	21078884	21079484
1	-1	False	190387	0	13	21112755	21113355
1	-1	False	190388	0	13	21114126	21114726
1	-1	False	190389	0	13	21115814	21116414
1	-1	False	190395	0	13	21128824	21129424
1	-1	False	190396	0	13	21130279	21130879
1	-1	False	190405	0	13	21150421	21151021
1	-1	False	190412	0	13	21167861	21168461
1	-1	False	190414	0	13	21171108	21171708
1	-1	False	190417	0	13	21179501	21180101
1	-1	False	190419	0	13	21190823	21191423
1	-1	False	190427	0	13	21219059	21219659
1	-1	False	190451	0	13	21336529	21337129
1	-1	False	190479	0	13	21430814	21431414
1	-1	False	190490	0	13	21462626	21463226
1	-1	False	190501	0	13	21496990	21497590
1	-1	False	190569	0	13	21760214	21760814
1	-1	False	202144	0	13	94784660	94785260
1	-1	False	190323	0	13	20923170	20923770
1	-1	False	190433	0	13	21247413	21248013
1	-1	False	190230	0	13	20662245	20662845
1	-1	False	190239	0	13	20700150	20700750
1	-1	False	190187	0	13	20518335	20518935
1	-1	False	190224	0	13	20642194	20642794
1	-1	False	190246	0	13	20712657	20713257
1	-1	False	190298	0	13	20869670	20870270
1	-1	False	190495	0	13	21478920	21479520
1	-1	False	190287	0	13	20826893	20827493
1	-1	False	190306	0	13	20890897	20891497
1	-1	False	190494	0	13	21476478	21477078
1	-1	False	190192	0	13	20535563	20536163
1	-1	False	190378	0	13	21081310	21081910
1	-1	False	190327	0	13	20933577	20934177
1	-1	False	190507	0	13	21520251	21520851
1	-1	False	190399	0	13	21141914	21142514
1	-1	False	190351	0	13	21002233	21002833
1	-1	False	190948	0	13	23828504	23829104
1	-1	False	190401	0	13	21145069	21145669
1	-1	False	190492	0	13	21468013	21468613
1	-1	False	190288	0	13	20828254	20828854
1	-1	False	190386	0	13	21110694	21111294
1	-1	False	190409	0	13	21163767	21164367
1	-1	False	190420	0	13	21194783	21195383
1	-1	False	190421	0	13	21196519	21197119
1	-1	False	190390	0	13	21119029	21119629
1	-1	False	191562	0	13	26440755	26441355
1	-1	False	190481	0	13	21433843	21434443
1	-1	False	190889	0	13	23592691	23593291
1	-1	False	192855	0	13	30968187	30968787
1	-1	False	190505	0	13	21512983	21513583
1	-1	False	190174	0	13	20492252	20492852
1	-1	False	190269	0	13	20778875	20779475
1	-1	False	190430	0	13	21235889	21236489
1	-1	False	190150	0	13	20416676	20417276
1	-1	False	190238	0	13	20692047	20692647
1	-1	False	190261	0	13	20755424	20756024
1	-1	False	190322	0	13	20922121	20922721
1	-1	False	190324	0	13	20924653	20925253
1	-1	False	194664	0	13	41533610	41534210
1	-1	False	189994	0	13	19898434	19899034
1	-1	False	190048	0	13	20056530	20057130
1	-1	False	190091	0	13	20163579	20164179
1	-1	False	190296	0	13	20853002	20853602
1	-1	False	190302	0	13	20878509	20879109
1	-1	False	190320	0	13	20920260	20920860
1	-1	False	190330	0	13	20939906	20940506
1	-1	False	190442	0	13	21293880	21294480
1	-1	False	190450	0	13	21331917	21332517
1	-1	False	190466	0	13	21376111	21376711
1	-1	False	190477	0	13	21416186	21416786
1	-1	False	190980	0	13	23931880	23932480
1	-1	False	190315	0	13	20911492	20912092
1	-1	False	190407	0	13	21153454	21154054
1	-1	False	190211	0	13	20594903	20595503
1	-1	False	190319	0	13	20918987	20919587
1	-1	False	190189	1	13	20525556	20526156
1	-1	False	190415	0	13	21174755	21175355
1	-1	False	195448	0	13	44917236	44917836
1	-1	False	190631	0	13	22080269	22080869
1	-1	False	190950	0	13	23837241	23837841
1	-1	False	190235	0	13	20681179	20681779
1	-1	False	190408	0	13	21155957	21156557
1	-1	False	190331	0	13	20941955	20942555
1	-1	False	190383	0	13	21101117	21101717
1	-1	False	190164	0	13	20466561	20467161
1	-1	False	190167	0	13	20474140	20474740
1	-1	False	190332	0	13	20943801	20944401
1	-1	False	191352	0	13	25504215	25504815
1	-1	False	190161	0	13	20454686	20455286
1	-1	False	190099	0	13	20184396	20184996
1	-1	False	190106	0	13	20199759	20200359
1	-1	False	190177	0	13	20500790	20501390
1	-1	False	190243	0	13	20705009	20705609
1	-1	False	194660	0	13	41516693	41517293
1	-1	False	194668	0	13	41547680	41548280
1	-1	False	190042	0	13	20039229	20039829
1	-1	False	190041	0	13	20034777	20035377
1	-1	False	190531	0	13	21606442	21607042
