x	y	mask	nodeID	code	chrom	start	end
1	-1	False	226431	0	15	19804572	19805172
1	-1	False	247223	0	15	87124627	87125227
1	-1	False	248126	0	15	89672557	89673157
1	-1	False	248228	1	15	89893693	89894293
1	-1	False	248337	0	15	90093675	90094275
1	-1	False	248407	1	15	90265371	90265971
1	-1	False	246421	0	15	83579525	83580125
1	-1	False	247322	0	15	87610866	87611466
1	-1	False	247767	0	15	88917845	88918445
1	-1	False	248154	0	15	89737007	89737607
1	-1	False	248156	0	15	89739990	89740590
1	-1	False	248182	0	15	89785295	89785895
1	-1	False	248222	0	15	89881814	89882414
1	-1	False	248223	0	15	89882955	89883555
1	-1	False	248224	0	15	89884874	89885474
1	-1	False	248234	0	15	89905106	89905706
1	-1	False	248239	0	15	89915689	89916289
1	-1	False	248247	0	15	89927529	89928129
1	-1	False	248268	0	15	89968380	89968980
1	-1	False	248269	0	15	89971159	89971759
1	-1	False	248326	0	15	90075262	90075862
1	-1	False	248734	1	15	90956423	90957023
1	-1	False	249405	0	15	92867217	92867817
1	-1	False	249415	0	15	92888997	92889597
1	-1	False	248249	0	15	89931691	89932291
1	-1	False	248312	0	15	90049394	90049994
1	-1	False	248324	0	15	90070159	90070759
1	-1	False	248340	1	15	90102167	90102767
1	-1	False	248355	0	15	90142804	90143404
1	-1	False	248380	1	15	90201029	90201629
1	-1	False	248442	0	15	90335419	90336019
1	-1	False	238566	0	15	64041138	64041738
1	-1	False	243474	0	15	75750587	75751187
1	-1	False	248171	0	15	89767865	89768465
1	-1	False	248346	0	15	90120570	90121170
1	-1	False	248394	0	15	90241104	90241704
1	0	True	248398	1	15	90249255	90249855
1	-1	False	248412	0	15	90276111	90276711
1	-1	False	248413	0	15	90277439	90278039
1	-1	False	248420	0	15	90291426	90292026
1	-1	False	248697	0	15	90873956	90874556
1	-1	False	248751	0	15	90997683	90998283
1	-1	False	248792	0	15	91075259	91075859
1	-1	False	246505	0	15	83883873	83884473
1	-1	False	246901	0	15	85342873	85343473
1	-1	False	248236	0	15	89910276	89910876
1	-1	False	248360	0	15	90157098	90157698
1	-1	False	248150	0	15	89723787	89724387
1	-1	False	248151	0	15	89727582	89728182
1	-1	False	248152	0	15	89730181	89730781
1	-1	False	248153	0	15	89731657	89732257
1	-1	False	248217	0	15	89872072	89872672
1	-1	False	248218	0	15	89874339	89874939
1	-1	False	248333	0	15	90085764	90086364
1	-1	False	248334	0	15	90087344	90087944
1	-1	False	248351	0	15	90127438	90128038
1	-1	False	232192	0	15	43753210	43753810
1	-1	False	235573	0	15	56174594	56175194
1	-1	False	244318	0	15	77959300	77959900
1	-1	False	248175	0	15	89774991	89775591
1	-1	False	248417	0	15	90286439	90287039
1	-1	False	245647	0	15	81258950	81259550
1	-1	False	248168	1	15	89760270	89760870
1	-1	False	248791	0	15	91072328	91072928
1	-1	False	248125	0	15	89671046	89671646
1	-1	False	248167	0	15	89757896	89758496
1	-1	False	248274	0	15	89981856	89982456
1	-1	False	248303	0	15	90032226	90032826
1	-1	False	248375	0	15	90187540	90188140
1	-1	False	230485	0	15	40088785	40089385
1	-1	False	248347	0	15	90122247	90122847
1	-1	False	248335	0	15	90089655	90090255
1	-1	False	241554	0	15	70795456	70796056
1	-1	False	247783	0	15	88964087	88964687
1	-1	False	248257	0	15	89944471	89945071
