x	y	mask	nodeID	code	chrom	start	end
1	-1	False	114503	1	11	196469	197069
1	-1	False	114506	1	11	207090	207690
1	-1	False	114537	0	11	277683	278283
1	-1	False	114554	1	11	307899	308499
1	-1	False	114560	1	11	314700	315300
1	-1	False	114567	0	11	327693	328293
1	-1	False	114597	0	11	405024	405624
1	-1	False	114611	0	11	432082	432682
1	-1	False	114617	1	11	447932	448532
1	-1	False	114649	1	11	518689	519289
1	0	True	114793	1	11	825861	826461
1	0	True	132404	2	11	65419222	65419822
1	-1	False	114513	0	11	221451	222051
1	-1	False	114514	0	11	223877	224477
1	-1	False	114515	0	11	227743	228343
1	-1	False	114521	0	11	243072	243672
1	-1	False	114525	0	11	250287	250887
1	-1	False	114530	0	11	258141	258741
1	-1	False	114531	0	11	260389	260989
1	0	True	114534	2	11	269233	269833
1	-1	False	114547	0	11	297784	298384
1	-1	False	114553	0	11	305591	306191
1	-1	False	114571	0	11	336454	337054
1	-1	False	114581	0	11	354586	355186
1	-1	False	114583	0	11	358781	359381
1	-1	False	114590	0	11	371507	372107
1	-1	False	114591	0	11	382881	383481
1	-1	False	114592	0	11	387109	387709
1	-1	False	114593	1	11	392295	392895
1	-1	False	114599	0	11	409087	409687
1	-1	False	114601	0	11	412471	413071
1	-1	False	114622	0	11	460109	460709
1	-1	False	133363	1	11	67443175	67443775
1	-1	False	114678	1	11	576182	576782
1	-1	False	114544	0	11	293887	294487
1	-1	False	114562	1	11	320547	321147
1	-1	False	114585	0	11	362035	362635
1	-1	False	114519	1	11	236041	236641
1	-1	False	114536	0	11	273099	273699
1	-1	False	114549	0	11	299637	300237
1	-1	False	114555	0	11	308967	309567
1	-1	False	114563	0	11	322665	323265
1	-1	False	114584	0	11	360329	360929
1	-1	False	114618	1	11	449999	450599
1	-1	False	114696	0	11	612650	613250
1	-1	False	114749	0	11	724127	724727
1	-1	False	114613	0	11	439405	440005
1	-1	False	114634	0	11	487416	488016
1	-1	False	114645	0	11	509211	509811
1	-1	False	114656	1	11	535133	535733
1	-1	False	114659	0	11	539746	540346
1	-1	False	114716	0	11	668552	669152
1	-1	False	114552	0	11	302201	302801
1	-1	False	114598	0	11	406391	406991
1	-1	False	114619	0	11	453268	453868
1	1	True	114655	8	11	534292	534892
1	-1	False	114748	0	11	722148	722748
1	-1	False	114750	0	11	727162	727762
1	-1	False	114784	1	11	797966	798566
1	-1	False	114764	0	11	761699	762299
1	-1	False	114781	0	11	792808	793408
1	-1	False	114801	0	11	840606	841206
1	-1	False	115097	0	11	1564846	1565446
1	-1	False	114995	0	11	1335739	1336339
1	-1	False	122757	0	11	26151456	26152056
1	-1	False	126948	0	11	44654862	44655462
1	1	True	127705	8	11	46347568	46348168
1	-1	False	130570	1	11	61361581	61362181
1	-1	False	131664	0	11	63876206	63876806
1	-1	False	131823	1	11	64185903	64186503
1	-1	False	131930	0	11	64418220	64418820
1	-1	False	131980	0	11	64529186	64529786
1	-1	False	132064	0	11	64696561	64697161
1	0	True	132107	1	11	64778230	64778830
1	-1	False	132135	0	11	64828600	64829200
1	-1	False	132146	0	11	64850606	64851206
1	-1	False	132148	0	11	64853126	64853726
1	1	True	132159	8	11	64873531	64874131
1	-1	False	132168	1	11	64893148	64893748
1	-1	False	132170	0	11	64897451	64898051
1	-1	False	132184	0	11	64919382	64919982
1	-1	False	132220	0	11	65010319	65010919
1	-1	False	132233	1	11	65040632	65041232
1	-1	False	132266	1	11	65111071	65111671
1	-1	False	132267	0	11	65118441	65119041
1	-1	False	132276	0	11	65141066	65141666
1	0	True	132290	1	11	65169935	65170535
1	-1	False	132317	0	11	65237082	65237682
1	-1	False	132329	1	11	65261451	65262051
1	-1	False	132334	0	11	65275883	65276483
1	-1	False	132336	0	11	65280791	65281391
1	-1	False	132353	1	11	65314593	65315193
1	-1	False	132364	1	11	65333566	65334166
1	-1	False	132369	0	11	65344032	65344632
1	-1	False	132372	0	11	65349489	65350089
1	-1	False	132374	0	11	65354263	65354863
1	-1	False	132375	0	11	65355926	65356526
1	-1	False	132376	0	11	65357688	65358288
1	-1	False	132377	0	11	65360933	65361533
1	-1	False	132378	0	11	65366194	65366794
1	-1	False	132381	0	11	65373852	65374452
1	-1	False	132388	1	11	65386336	65386936
1	-1	False	132392	0	11	65394396	65394996
1	-1	False	132396	0	11	65402724	65403324
1	-1	False	132398	0	11	65406641	65407241
1	-1	False	132399	0	11	65408391	65408991
1	-1	False	132400	0	11	65411226	65411826
1	-1	False	132405	0	11	65428864	65429464
1	-1	False	132409	0	11	65441095	65441695
1	-1	False	132411	0	11	65447793	65448393
1	-1	False	132413	0	11	65453828	65454428
1	1	True	132414	8	11	65454900	65455500
1	-1	False	132422	0	11	65468950	65469550
1	-1	False	132433	0	11	65505272	65505872
1	-1	False	132434	0	11	65514255	65514855
1	-1	False	132435	0	11	65516899	65517499
1	-1	False	132438	0	11	65523769	65524369
1	-1	False	132443	0	11	65531997	65532597
1	-1	False	132447	0	11	65541138	65541738
1	-1	False	132449	0	11	65546596	65547196
1	-1	False	132451	0	11	65552520	65553120
1	-1	False	132453	1	11	65557587	65558187
1	-1	False	132454	0	11	65560242	65560842
1	-1	False	132459	1	11	65572237	65572837
1	-1	False	132465	0	11	65582902	65583502
1	-1	False	132467	0	11	65587648	65588248
1	-1	False	132475	0	11	65604574	65605174
1	-1	False	132484	0	11	65623763	65624363
1	-1	False	132520	0	11	65689540	65690140
1	-1	False	132533	0	11	65721622	65722222
1	-1	False	132558	0	11	65789084	65789684
1	-1	False	132575	0	11	65815504	65816104
1	-1	False	132590	0	11	65850374	65850974
1	0	True	132592	1	11	65857879	65858479
1	-1	False	132606	0	11	65901736	65902336
1	-1	False	132714	0	11	66122778	66123378
1	-1	False	132715	0	11	66123934	66124534
1	-1	False	132761	0	11	66241932	66242532
1	-1	False	132802	0	11	66334370	66334970
1	-1	False	132861	0	11	66450329	66450929
1	-1	False	132946	1	11	66624534	66625134
1	-1	False	133175	0	11	67071706	67072306
1	-1	False	133259	0	11	67228207	67228807
1	0	True	133284	2	11	67277520	67278120
1	-1	False	133816	0	11	68568177	68568777
1	-1	False	133992	0	11	68960193	68960793
1	-1	False	135352	0	11	72404142	72404742
1	-1	False	138331	0	11	79205988	79206588
1	-1	False	147654	1	11	119084592	119085192
1	-1	False	114509	0	11	212053	212653
1	-1	False	143628	0	11	107418528	107419128
1	-1	False	114566	0	11	327006	327606
1	-1	False	114641	0	11	498833	499433
1	-1	False	114510	0	11	213410	214010
1	-1	False	114542	0	11	289475	290075
1	-1	False	114605	0	11	421671	422271
1	-1	False	114621	0	11	458247	458847
1	-1	False	114624	0	11	466036	466636
1	-1	False	114658	0	11	538167	538767
1	-1	False	114526	0	11	252032	252632
1	-1	False	114512	0	11	218987	219587
1	-1	False	114529	0	11	257042	257642
1	-1	False	114647	0	11	512980	513580
1	-1	False	114733	0	11	693908	694508
1	-1	False	115931	0	11	3604189	3604789
1	-1	False	127423	0	11	45765130	45765730
1	-1	False	114540	0	11	283520	284120
1	-1	False	114504	0	11	202852	203452
1	-1	False	114528	0	11	254771	255371
1	-1	False	114573	0	11	338659	339259
1	-1	False	114626	0	11	469424	470024
1	-1	False	149115	0	11	123433938	123434538
1	-1	False	114535	0	11	272404	273004
1	-1	False	114539	0	11	281930	282530
1	-1	False	114541	0	11	286520	287120
1	-1	False	114543	0	11	292534	293134
1	-1	False	114556	0	11	310157	310757
1	-1	False	114568	1	11	329192	329792
1	-1	False	114574	0	11	339988	340588
1	-1	False	114682	0	11	581219	581819
1	-1	False	119356	0	11	12843629	12844229
1	-1	False	114550	0	11	300318	300918
1	-1	False	114564	0	11	324073	324673
1	-1	False	114629	0	11	477140	477740
1	-1	False	114672	0	11	564474	565074
1	-1	False	114791	1	11	818613	819213
1	-1	False	114546	0	11	296357	296957
1	-1	False	114586	0	11	363006	363606
1	-1	False	114603	0	11	415896	416496
1	-1	False	114639	0	11	494698	495298
1	-1	False	114783	1	11	794892	795492
1	-1	False	114644	1	11	506467	507067
1	1	True	114638	8	11	492556	493156
1	-1	False	114640	0	11	496631	497231
1	-1	False	114773	0	11	778379	778979
1	-1	False	135191	0	11	72083748	72084348
1	-1	False	115457	0	11	2359568	2360168
1	-1	False	133359	0	11	67433811	67434411
1	-1	False	133368	0	11	67451198	67451798
1	-1	False	133400	1	11	67507861	67508461
1	1	True	114663	8	11	548616	549216
1	-1	False	114666	1	11	554984	555584
1	-1	False	114669	1	11	559934	560534
1	-1	False	114671	0	11	562976	563576
1	-1	False	114673	0	11	565582	566182
1	-1	False	114684	0	11	584916	585516
1	-1	False	114693	0	11	603437	604037
1	-1	False	114695	0	11	608088	608688
1	-1	False	114703	0	11	638624	639224
1	-1	False	114713	0	11	660596	661196
1	-1	False	114731	0	11	690885	691485
1	-1	False	114734	1	11	695293	695893
1	-1	False	114757	0	11	743935	744535
1	-1	False	114758	1	11	747163	747763
1	-1	False	114789	0	11	813285	813885
1	-1	False	114807	0	11	853669	854269
1	-1	False	125518	0	11	36351804	36352404
1	-1	False	114520	0	11	239580	240180
1	-1	False	114533	0	11	265638	266238
