x	y	mask	nodeID	code	chrom	start	end
1	-1	False	251878	0	16	24703	25303
1	-1	False	253617	0	16	3806388	3806988
1	-1	False	253593	0	16	3746152	3746752
1	-1	False	253612	0	16	3797040	3797640
1	-1	False	253644	0	16	3865506	3866106
1	-1	False	270191	0	16	69500143	69500743
1	-1	False	253471	0	16	3501193	3501793
1	-1	False	253655	0	16	3889760	3890360
1	-1	False	253821	0	16	4209684	4210284
1	-1	False	253330	0	16	3184101	3184701
1	-1	False	253368	0	16	3264670	3265270
1	-1	False	253915	0	16	4393480	4394080
1	-1	False	258891	1	16	19555402	19556002
1	-1	False	253338	0	16	3197795	3198395
1	-1	False	251922	0	16	125162	125762
1	-1	False	253268	0	16	3063365	3063965
1	-1	False	253275	0	16	3082963	3083563
1	-1	False	253334	0	16	3191007	3191607
1	-1	False	253339	0	16	3199617	3200217
1	-1	False	253340	0	16	3202132	3202732
1	-1	False	253351	0	16	3232462	3233062
1	-1	False	253365	0	16	3255983	3256583
1	-1	False	253375	1	16	3282627	3283227
1	-1	False	253407	0	16	3365755	3366355
1	-1	False	253522	0	16	3598179	3598779
1	-1	False	253566	0	16	3687376	3687976
1	-1	False	253704	0	16	3981189	3981789
1	-1	False	253852	1	16	4272582	4273182
1	-1	False	258346	0	16	17360037	17360637
1	-1	False	258560	1	16	18801243	18801843
1	-1	False	258656	0	16	19058050	19058650
1	-1	False	258829	1	16	19417583	19418183
1	-1	False	258866	0	16	19489609	19490209
1	-1	False	258872	0	16	19509567	19510167
1	-1	False	258877	0	16	19519791	19520391
1	0	True	258878	1	16	19521797	19522397
1	-1	False	258881	0	16	19527344	19527944
1	-1	False	258887	0	16	19546817	19547417
1	-1	False	258903	0	16	19578557	19579157
1	-1	False	258904	0	16	19580766	19581366
1	-1	False	258909	0	16	19589641	19590241
1	-1	False	258915	0	16	19600772	19601372
1	-1	False	258920	0	16	19614400	19615000
1	-1	False	258932	0	16	19645647	19646247
1	-1	False	258933	0	16	19647433	19648033
1	-1	False	258961	0	16	19710376	19710976
1	-1	False	258981	0	16	19747265	19747865
1	-1	False	259003	0	16	19816920	19817520
1	-1	False	259024	0	16	19868808	19869408
1	-1	False	259038	0	16	19895848	19896448
