x	y	mask	nodeID	code	chrom	start	end
1	-1	False	409081	0	20	76168	76768
1	-1	False	409180	0	20	399090	399690
1	-1	False	409093	0	20	171567	172167
1	-1	False	409151	0	20	347407	348007
1	-1	False	409158	0	20	360509	361109
1	0	True	409164	2	20	371745	372345
1	-1	False	409171	0	20	382443	383043
1	-1	False	409173	0	20	385421	386021
1	-1	False	409197	0	20	433349	433949
1	-1	False	409211	1	20	462215	462815
1	-1	False	409216	0	20	473935	474535
1	-1	False	409235	0	20	506227	506827
1	-1	False	409312	0	20	682499	683099
1	-1	False	409614	0	20	1453645	1454245
1	-1	False	410362	0	20	3618049	3618649
1	-1	False	409094	0	20	178551	179151
1	-1	False	409136	0	20	307946	308546
1	0	True	409142	1	20	324967	325567
1	-1	False	409177	0	20	392547	393147
1	-1	False	409132	0	20	303674	304274
1	-1	False	409179	0	20	396355	396955
1	-1	False	409187	0	20	412464	413064
1	-1	False	409218	0	20	476792	477392
1	-1	False	409249	0	20	531423	532023
1	-1	False	409146	0	20	337327	337927
1	-1	False	409155	0	20	354633	355233
1	-1	False	409162	0	20	368518	369118
1	-1	False	411452	0	20	7579521	7580121
1	-1	False	409189	0	20	415680	416280
1	-1	False	409205	0	20	445786	446386
1	-1	False	409206	0	20	447653	448253
1	-1	False	409258	0	20	549430	550030
1	-1	False	409265	0	20	568926	569526
1	0	True	409298	2	20	652205	652805
1	-1	False	419865	0	20	43535782	43536382
1	-1	False	409562	0	20	1318638	1319238
1	-1	False	409610	0	20	1443801	1444401
1	-1	False	409618	1	20	1466543	1467143
1	-1	False	421055	0	20	46266690	46267290
1	-1	False	410631	0	20	4197490	4198090
1	1	True	410634	8	20	4201879	4202479
1	-1	False	409129	0	20	298102	298702
1	-1	False	409130	0	20	300042	300642
1	-1	False	409145	0	20	333922	334522
1	-1	False	409195	0	20	429716	430316
1	-1	False	409372	0	20	827398	827998
1	-1	False	410679	0	20	4333752	4334352
1	-1	False	409144	0	20	329615	330215
1	-1	False	409150	0	20	345458	346058
1	-1	False	409154	0	20	352059	352659
1	-1	False	409307	0	20	671856	672456
1	-1	False	410987	0	20	5320586	5321186
1	-1	False	415545	1	20	32632676	32633276
1	-1	False	409152	0	20	349861	350461
1	-1	False	409169	0	20	378147	378747
1	-1	False	409196	0	20	431627	432227
1	-1	False	410314	0	20	3441893	3442493
1	-1	False	409191	0	20	422127	422727
1	-1	False	409104	0	20	219004	219604
1	-1	False	409236	0	20	508599	509199
1	-1	False	409159	0	20	362179	362779
1	-1	False	409100	0	20	209082	209682
1	-1	False	409161	0	20	367503	368103
1	-1	False	409163	0	20	369855	370455
1	-1	False	409170	1	20	380333	380933
1	-1	False	409185	1	20	407092	407692
1	-1	False	409193	0	20	427189	427789
1	-1	False	409198	0	20	434323	434923
1	-1	False	409199	0	20	435092	435692
1	-1	False	409208	0	20	449741	450341
1	-1	False	409219	0	20	479092	479692
1	-1	False	409221	0	20	482960	483560
1	-1	False	409227	0	20	492112	492712
1	-1	False	409329	0	20	728408	729008
1	-1	False	409367	0	20	818417	819017
1	-1	False	409520	0	20	1209494	1210094
1	-1	False	409522	0	20	1212711	1213311
1	-1	False	411176	0	20	5860269	5860869
1	-1	False	415610	0	20	32777586	32778186
