x	y	mask	nodeID	code	chrom	start	end
1	-1	False	205936	0	14	18662367	18662967
1	-1	False	206699	0	14	22400941	22401541
1	-1	False	206691	0	14	22375063	22375663
1	-1	False	206726	0	14	22460630	22461230
1	-1	False	206633	0	14	22133121	22133721
1	-1	False	206680	0	14	22326676	22327276
1	-1	False	206730	0	14	22471460	22472060
1	-1	False	206690	0	14	22371479	22372079
1	-1	False	206675	0	14	22314742	22315342
1	-1	False	206679	0	14	22320196	22320796
1	-1	False	206695	0	14	22387905	22388505
1	-1	False	206696	0	14	22391559	22392159
1	-1	False	206707	0	14	22421071	22421671
1	-1	False	206740	0	14	22496311	22496911
1	-1	False	206732	0	14	22476899	22477499
1	-1	False	206729	0	14	22470182	22470782
1	-1	False	206674	0	14	22311464	22312064
1	-1	False	206714	0	14	22434524	22435124
1	-1	False	206768	0	14	22570612	22571212
1	-1	False	206601	0	14	22013434	22014034
1	-1	False	206663	0	14	22277421	22278021
1	-1	False	206684	0	14	22338680	22339280
1	-1	False	206717	0	14	22439017	22439617
1	-1	False	206733	0	14	22478126	22478726
1	-1	False	206754	0	14	22537392	22537992
1	-1	False	206678	0	14	22318568	22319168
1	-1	False	206061	1	14	20454511	20455111
1	-1	False	206671	0	14	22303180	22303780
1	-1	False	206677	0	14	22317370	22317970
1	1	True	206773	8	14	22580038	22580638
1	-1	False	206779	1	14	22588914	22589514
1	-1	False	206800	0	14	22651268	22651868
1	-1	False	206803	0	14	22658168	22658768
1	-1	False	206854	0	14	22804335	22804935
1	-1	False	206906	0	14	22894996	22895596
1	-1	False	206910	0	14	22902970	22903570
1	-1	False	206931	1	14	22956789	22957389
1	-1	False	206971	0	14	23052767	23053367
1	-1	False	206629	0	14	22121886	22122486
1	-1	False	206734	0	14	22479828	22480428
1	-1	False	207726	0	14	25351095	25351695
1	-1	False	211639	0	14	50742300	50742900
1	-1	False	206588	0	14	21949201	21949801
1	-1	False	206764	0	14	22559571	22560171
1	-1	False	206851	0	14	22799109	22799709
1	-1	False	206918	1	14	22929075	22929675
1	-1	False	206962	1	14	23034584	23035184
1	-1	False	206046	0	14	20415650	20416250
1	-1	False	206063	1	14	20461133	20461733
1	-1	False	206066	0	14	20472725	20473325
1	1	True	206069	8	14	20477476	20478076
1	-1	False	206071	0	14	20481992	20482592
1	-1	False	206089	0	14	20535718	20536318
1	0	True	206104	1	14	20587700	20588300
1	-1	False	206105	0	14	20590675	20591275
1	-1	False	206107	0	14	20598384	20598984
1	-1	False	206113	0	14	20613716	20614316
1	-1	False	207670	0	14	24955897	24956497
1	-1	False	206909	0	14	22899917	22900517
1	-1	False	206693	0	14	22381575	22382175
1	-1	False	206787	0	14	22605113	22605713
1	-1	False	206769	0	14	22572392	22572992
1	-1	False	206836	0	14	22771475	22772075
1	-1	False	206907	0	14	22896744	22897344
1	0	True	206914	1	14	22918848	22919448
1	-1	False	206922	0	14	22939712	22940312
1	-1	False	207397	0	14	24106346	24106946
1	-1	False	206687	0	14	22347161	22347761
1	-1	False	206701	0	14	22408676	22409276
1	-1	False	206738	0	14	22491896	22492496
1	-1	False	206820	0	14	22719931	22720531
1	-1	False	206865	0	14	22824323	22824923
