x	y	mask	nodeID	code	chrom	start	end
1	-1	False	436977	0	22	10701136	10701736
1	-1	False	445185	0	22	40036249	40036849
1	-1	False	438995	1	22	22712078	22712678
1	-1	False	444799	0	22	39170308	39170908
1	-1	False	444967	1	22	39520262	39520862
1	-1	False	444970	0	22	39534454	39535054
1	-1	False	444975	0	22	39543020	39543620
1	-1	False	444976	0	22	39544702	39545302
1	-1	False	444980	1	22	39557554	39558154
1	-1	False	445172	0	22	40013478	40014078
1	-1	False	445277	0	22	40290382	40290982
1	-1	False	438024	0	22	19700851	19701451
1	-1	False	438772	0	22	22084156	22084756
1	-1	False	438873	1	22	22342886	22343486
1	-1	False	438883	0	22	22366025	22366625
1	-1	False	438884	1	22	22369314	22369914
1	-1	False	438907	1	22	22431650	22432250
1	-1	False	438915	0	22	22450678	22451278
1	-1	False	438924	0	22	22467822	22468422
1	-1	False	438926	0	22	22474066	22474666
1	-1	False	438958	0	22	22575280	22575880
1	-1	False	438959	0	22	22582403	22583003
1	-1	False	438960	0	22	22587800	22588400
1	-1	False	438967	0	22	22621525	22622125
1	-1	False	438972	0	22	22633081	22633681
1	-1	False	438979	0	22	22657365	22657965
1	-1	False	438980	0	22	22660358	22660958
1	-1	False	438989	1	22	22686430	22687030
1	-1	False	438998	0	22	22723625	22724225
1	-1	False	439001	0	22	22730205	22730805
1	-1	False	439006	0	22	22740485	22741085
1	-1	False	439007	0	22	22747776	22748376
1	1	True	439012	8	22	22770172	22770772
1	-1	False	439016	0	22	22784384	22784984
1	-1	False	439023	1	22	22811443	22812043
1	-1	False	439043	1	22	22880470	22881070
1	-1	False	439052	0	22	22908670	22909270
1	-1	False	439066	0	22	22950255	22950855
1	1	True	439120	8	22	23065962	23066562
1	-1	False	439135	0	22	23108305	23108905
1	-1	False	439136	0	22	23116858	23117458
1	-1	False	439146	0	22	23157334	23157934
1	-1	False	439188	0	22	23264704	23265304
1	1	True	444870	8	22	39310967	39311567
1	-1	False	444871	1	22	39318147	39318747
1	-1	False	444873	0	22	39331324	39331924
1	-1	False	444878	0	22	39340433	39341033
1	-1	False	445470	0	22	40711462	40712062
1	-1	False	438384	0	22	20636771	20637371
1	-1	False	441318	0	22	29585973	29586573
1	-1	False	443055	0	22	35226185	35226785
1	-1	False	443121	0	22	35385717	35386317
1	-1	False	444288	0	22	38051949	38052549
1	-1	False	444426	0	22	38332600	38333200
1	-1	False	444535	0	22	38561971	38562571
1	-1	False	444550	0	22	38600464	38601064
1	-1	False	444595	0	22	38698994	38699594
1	-1	False	444596	1	22	38699978	38700578
1	-1	False	444601	0	22	38709300	38709900
1	-1	False	444635	1	22	38778393	38778993
1	-1	False	444675	0	22	38869257	38869857
1	-1	False	444695	0	22	38924272	38924872
1	-1	False	444766	0	22	39102761	39103361
1	-1	False	444772	0	22	39114106	39114706
1	-1	False	444788	0	22	39146018	39146618
1	-1	False	444789	0	22	39148343	39148943
1	-1	False	444791	0	22	39152435	39153035
1	-1	False	444793	0	22	39155815	39156415
1	-1	False	444809	0	22	39189558	39190158
1	-1	False	444818	0	22	39201425	39202025
1	-1	False	444838	0	22	39236517	39237117
1	-1	False	444863	0	22	39291450	39292050
1	-1	False	444869	0	22	39306554	39307154
1	-1	False	444874	0	22	39332908	39333508
1	-1	False	444879	0	22	39343568	39344168
1	-1	False	444880	0	22	39345602	39346202
1	-1	False	444886	0	22	39354665	39355265
1	-1	False	444893	0	22	39369464	39370064
1	-1	False	444895	0	22	39373366	39373966
1	-1	False	444897	0	22	39379830	39380430
1	-1	False	444911	0	22	39404628	39405228
1	-1	False	444915	0	22	39411216	39411816
1	-1	False	444916	0	22	39413007	39413607
1	-1	False	444920	0	22	39419281	39419881
1	-1	False	444925	0	22	39430545	39431145
1	-1	False	444926	0	22	39431354	39431954
1	-1	False	444931	0	22	39439400	39440000
1	-1	False	444934	0	22	39445609	39446209
1	-1	False	444937	0	22	39452346	39452946
1	-1	False	444940	0	22	39464675	39465275
1	-1	False	444941	0	22	39466852	39467452
1	-1	False	444944	0	22	39471439	39472039
1	-1	False	444946	0	22	39475735	39476335
1	-1	False	444948	0	22	39480301	39480901
1	-1	False	444952	0	22	39488651	39489251
1	-1	False	444955	0	22	39493656	39494256
1	-1	False	444956	0	22	39496275	39496875
1	-1	False	444957	0	22	39498214	39498814
1	-1	False	444959	1	22	39503954	39504554
1	-1	False	444963	0	22	39512621	39513221
1	-1	False	444968	0	22	39529002	39529602
1	-1	False	444969	1	22	39532447	39533047
1	-1	False	444971	0	22	39537016	39537616
1	-1	False	444973	0	22	39540156	39540756
1	-1	False	444974	0	22	39541278	39541878
1	-1	False	444979	0	22	39553954	39554554
1	-1	False	444994	0	22	39591185	39591785
1	-1	False	445029	0	22	39671400	39672000
1	-1	False	445046	0	22	39704386	39704986
1	-1	False	445091	0	22	39820467	39821067
1	-1	False	445095	0	22	39832142	39832742
1	-1	False	445108	0	22	39872461	39873061
1	-1	False	445136	1	22	39946612	39947212
1	-1	False	445151	0	22	39976114	39976714
1	-1	False	445160	0	22	39993694	39994294
1	-1	False	445161	1	22	39995156	39995756
1	-1	False	445173	0	22	40016455	40017055
1	-1	False	445177	0	22	40023593	40024193
1	-1	False	445182	0	22	40033225	40033825
1	-1	False	445183	0	22	40034069	40034669
1	-1	False	445453	0	22	40675203	40675803
1	-1	False	445537	0	22	40871990	40872590
1	-1	False	445556	0	22	40916359	40916959
1	-1	False	445758	0	22	41365706	41366306
1	-1	False	445870	0	22	41581062	41581662
1	-1	False	446268	0	22	42443997	42444597
1	-1	False	448833	0	22	50616294	50616894
1	-1	False	445154	0	22	39981625	39982225
1	-1	False	445181	0	22	40032038	40032638
1	-1	False	445003	0	22	39607236	39607836
1	-1	False	445189	1	22	40044083	40044683
1	-1	False	445310	1	22	40370305	40370905
1	-1	False	445149	0	22	39973051	39973651
1	-1	False	445305	0	22	40356560	40357160
1	-1	False	444746	0	22	39054973	39055573
1	-1	False	444782	0	22	39132961	39133561
1	-1	False	444977	0	22	39551300	39551900
1	-1	False	444983	0	22	39566697	39567297
1	-1	False	444986	0	22	39572646	39573246
1	-1	False	444987	0	22	39573909	39574509
1	-1	False	444988	0	22	39575082	39575682
1	-1	False	445005	0	22	39609626	39610226
1	-1	False	445015	0	22	39625487	39626087
1	-1	False	445024	0	22	39650414	39651014
1	-1	False	445141	0	22	39957980	39958580
1	-1	False	445143	0	22	39961422	39962022
1	-1	False	445148	0	22	39971240	39971840
1	-1	False	445166	0	22	40006887	40007487
1	-1	False	445253	0	22	40217739	40218339
1	-1	False	445350	0	22	40437033	40437633
1	-1	False	445246	0	22	40196579	40197179
1	-1	False	445284	0	22	40307796	40308396
1	0	True	437788	2	22	19171197	19171797
1	-1	False	437978	0	22	19593042	19593642
1	-1	False	437995	0	22	19629371	19629971
1	-1	False	438013	0	22	19673149	19673749
1	-1	False	438015	0	22	19678543	19679143
1	-1	False	438016	0	22	19682700	19683300
1	-1	False	438018	0	22	19687186	19687786
1	-1	False	438028	0	22	19709939	19710539
1	1	True	438031	8	22	19718224	19718824
1	-1	False	438113	1	22	19933225	19933825
1	-1	False	438260	0	22	20316618	20317218
1	1	True	438618	8	22	21625218	21625818
1	-1	False	438619	1	22	21632459	21633059
1	-1	False	438640	0	22	21708375	21708975
1	-1	False	438646	0	22	21719714	21720314
1	-1	False	438663	0	22	21780172	21780772
1	-1	False	438718	1	22	21952547	21953147
